"";"sexe";"nbenf";"moyf";"a52p";"a52m"
"6450";"2";3;84,7058823529412;"4";"6"
"6451";"1";2;60;"4";"4"
"6452";"2";3;57,6470588235294;"1";"2"
"6453";"1";1;74,1176470588235;"6";"4"
"6454";"1";2;89,4117647058823;"7";"6"
"6455";"1";2;91,7647058823529;"8";"8"
"6456";"2";2;91,7647058823529;"6";"6"
"6457";"2";3;84,7058823529412;"4";"6"
"6458";"1";2;91,7647058823529;"4";"8"
"6459";"2";2;87,0588235294118;"8";"4"
"6460";"1";2;83,5294117647059;"1";"2"
"6461";"2";2;74,1176470588235;"2";"4"
"6462";"1";3;67,0588235294118;"2";"1"
"6463";"2";3;83,5294117647059;"6";"5"
"6464";"1";3;83,5294117647059;"8";"7"
"6465";"1";3;72,9411764705882;"5";"7"
"6466";"1";2;72,9411764705882;"7";"7"
"6467";"1";2;61,1764705882353;"6";"6"
"6468";"1";2;58,8235294117647;"1";"5"
"6469";"2";3;67,0588235294118;"1";"1"
"6470";"1";3;69,4117647058823;"4";"4"
"6471";"1";3;56,4705882352941;"1";"1"
"6472";"2";5;60;"1";"2"
"6473";"2";3;91,7647058823529;"8";"8"
"6474";"2";3;94,1176470588235;"8";"8"
"6475";"2";3;82,3529411764706;"8";"8"
"6476";"1";2;90,5882352941177;"5";"7"
"6477";"2";4;72,9411764705882;"1";"1"
"6478";"2";3;80;"8";"8"
"6479";"2";2;89,4117647058823;"7";"6"
"6480";"2";2;69,4117647058823;"6";"6"
"6481";"2";3;70,5882352941177;"2";"2"
"6482";"2";2;81,1764705882353;"8";"8"
"6483";"1";1;67,0588235294118;"8";"6"
"6484";"2";3;89,4117647058823;"8";"8"
"6485";"1";2;75,2941176470588;"8";"8"
"6486";"1";2;85,8823529411765;"8";"8"
"6487";"1";3;88,235294117647;"8";"8"
"6488";"1";1;85,8823529411765;"8";"7"
"6489";"1";3;74,1176470588235;"8";"6"
"6490";"2";1;78,8235294117647;"5";"3"
"6491";"2";3;82,3529411764706;"8";"8"
"6492";"2";2;74,1176470588235;"1";"1"
"6493";"2";2;87,0588235294118;"4";"3"
"6494";"1";2;82,3529411764706;"7";"6"
"6495";"1";4;90,5882352941177;"6";"7"
"6496";"1";1;83,5294117647059;"2";"3"
"6497";"1";1;89,4117647058823;"8";"7"
"6498";"2";3;89,4117647058823;"8";"8"
"6499";"1";2;82,3529411764706;"7";"7"
"6500";"1";1;75,2941176470588;"7";"6"
"6501";"2";1;94,1176470588235;"6";"2"
"6502";"2";4;97,6470588235294;"8";"8"
"6503";"2";1;88,235294117647;"3";"2"
"6504";"2";2;89,4117647058823;"8";"8"
"6505";"1";3;81,1764705882353;"5";"7"
"6506";"1";3;83,5294117647059;"8";"7"
"6507";"2";2;77,6470588235294;"8";"8"
"6508";"1";3;88,235294117647;"8";"8"
"6509";"2";1;96,4705882352941;"8";"1"
"6510";"1";2;89,4117647058823;"6";"6"
"6511";"1";2;89,4117647058823;"6";"3"
"6512";"1";3;69,4117647058823;"8";"8"
"6513";"1";2;72,9411764705882;"8";"2"
"6514";"2";2;63,5294117647059;"1";"1"
"6515";"1";1;56,4705882352941;"1";"8"
"6516";"2";1;56,4705882352941;"3";"3"
"6517";"2";3;69,4117647058823;"4";"3"
"6518";"2";6;75,2941176470588;"1";"1"
"6519";"2";3;80;"8";"8"
"6520";"2";3;80;"1";"1"
"6521";"2";6;68,2352941176471;"1";"1"
"6522";"2";2;75,2941176470588;"3";"2"
"6523";"1";2;84,7058823529412;"1";"4"
"6524";"2";2;76,4705882352941;"8";"7"
"6525";"2";3;94,1176470588235;"8";"7"
"6526";"2";2;35,2941176470588;"4";"4"
"6527";"2";3;63,5294117647059;"2";"2"
"6528";"1";3;80;"1";"1"
"6529";"2";2;90,5882352941177;"6";"6"
"6530";"1";2;84,7058823529412;"2";"7"
"6531";"1";3;85,8823529411765;"2";"2"
"6532";"1";3;90,5882352941177;"3";"2"
"6533";"2";2;87,0588235294118;"6";"3"
"6534";"1";3;91,7647058823529;"7";"7"
"6535";"1";2;75,2941176470588;"8";"8"
"6536";"2";3;94,1176470588235;"8";"8"
"6537";"2";1;94,1176470588235;"8";"8"
"6538";"1";2;80;"8";"8"
"6539";"2";2;63,5294117647059;"4";"1"
"6540";"2";2;75,2941176470588;"1";"6"
"6541";"2";8;42,3529411764706;"1";"1"
"6542";"2";2;75,2941176470588;"1";"1"
"6543";"1";4;72,9411764705882;"3";"6"
"6544";"1";3;94,1176470588235;"8";"7"
"6545";"1";1;77,6470588235294;"6";"6"
"6546";"1";1;87,0588235294118;"4";"7"
"6547";"2";3;50,5882352941176;"3";"8"
"6548";"2";1;91,7647058823529;"8";"8"
"6549";"2";2;85,8823529411765;"8";"6"
"6550";"1";2;71,7647058823529;"7";"7"
"6551";"1";1;91,7647058823529;"6";"6"
"6552";"2";2;82,3529411764706;"4";"4"
"6553";"2";1;77,6470588235294;"6";"7"
"6554";"2";2;69,4117647058823;"6";"6"
"6555";"1";1;95,2941176470588;"6";"5"
"6556";"2";3;87,0588235294118;"6";"8"
"6557";"2";3;90,5882352941177;"8";"8"
"6558";"2";5;82,3529411764706;"8";"8"
"6559";"2";1;67,0588235294118;"6";"6"
"6560";"2";3;83,5294117647059;"6";"8"
"6561";"2";2;88,235294117647;"8";"7"
"6562";"2";3;87,0588235294118;"8";"7"
"6563";"2";1;89,4117647058823;"8";"7"
"6564";"1";2;72,9411764705882;"8";"8"
"6565";"1";2;72,9411764705882;"8";"8"
"6566";"1";2;83,5294117647059;"4";"5"
"6567";"2";2;84,7058823529412;"8";"8"
"6568";"2";2;85,8823529411765;"8";"8"
"6569";"2";2;92,9411764705882;"8";"7"
"6570";"1";1;89,4117647058823;"7";"7"
"6571";"1";3;87,0588235294118;"8";"8"
"6572";"2";2;94,1176470588235;"8";"7"
"6573";"2";1;96,4705882352941;"6";"5"
"6574";"1";3;55,2941176470588;"2";"6"
"6575";"1";5;81,1764705882353;"1";"1"
"6576";"2";2;57,6470588235294;"7";"6"
"6577";"1";2;76,4705882352941;"5";"3"
"6578";"1";1;57,6470588235294;"3";"2"
"6579";"1";1;63,5294117647059;"4";"3"
"6580";"2";9;64,7058823529412;"1";"2"
"6581";"1";2;49,4117647058823;"3";"4"
"6582";"1";2;69,4117647058823;"1";"2"
"6583";"2";1;74,1176470588235;"2";"1"
"6584";"1";4;62,3529411764706;"4";"2"
"6585";"1";2;45,8823529411765;"3";"2"
"6586";"2";4;81,1764705882353;"8";"7"
"6587";"1";1;62,3529411764706;"2";"3"
"6588";"1";2;62,3529411764706;"2";"3"
"6589";"1";2;63,5294117647059;"4";"4"
"6590";"2";1;69,4117647058823;"4";"2"
"6591";"2";3;54,1176470588235;"1";"4"
"6592";"2";3;75,2941176470588;"1";"4"
"6593";"1";2;63,5294117647059;"1";"2"
"6594";"1";2;60;"6";"2"
"6595";"1";2;68,2352941176471;"8";"8"
"6596";"2";6;77,6470588235294;"1";"1"
"6597";"1";2;74,1176470588235;"8";"7"
"6598";"1";3;69,4117647058823;"2";"2"
"6599";"2";2;83,5294117647059;"8";"8"
"6600";"2";2;76,4705882352941;"6";"3"
"6601";"2";4;70,5882352941177;"8";"4"
"6602";"1";3;85,8823529411765;"6";"4"
"6603";"2";2;62,3529411764706;"2";"3"
"6604";"1";2;56,4705882352941;"3";"6"
"6605";"2";1;72,9411764705882;"4";"4"
"6606";"1";6;63,5294117647059;"1";"1"
"6607";"1";1;69,4117647058823;"1";"1"
"6608";"1";3;43,5294117647059;"1";"1"
"6609";"2";2;64,7058823529412;"3";"6"
"6610";"2";4;58,8235294117647;"8";"8"
"6611";"2";2;77,6470588235294;"1";"4"
"6612";"1";2;58,8235294117647;"1";"1"
"6613";"2";3;76,4705882352941;"7";"6"
"6614";"1";3;89,4117647058823;"8";"8"
"6615";"1";2;65,8823529411765;"8";"8"
"6616";"1";3;77,6470588235294;"8";"7"
"6617";"1";2;77,6470588235294;"5";"7"
"6618";"2";3;69,4117647058823;"1";"4"
"6619";"1";2;78,8235294117647;"2";"3"
"6620";"1";1;37,6470588235294;"4";"2"
"6621";"1";5;81,1764705882353;"8";"3"
"6622";"2";4;83,5294117647059;"8";"8"
"6623";"1";3;81,1764705882353;"8";"6"
"6624";"2";4;80;"8";"6"
"6625";"2";1;84,7058823529412;"8";"3"
"6626";"1";3;87,0588235294118;"8";"8"
"6627";"1";3;70,5882352941177;"8";"2"
"6628";"2";2;71,7647058823529;"7";"6"
"6629";"2";2;83,5294117647059;"8";"3"
"6630";"2";2;76,4705882352941;"1";"1"
"6631";"2";1;91,7647058823529;"6";"8"
"6632";"1";2;87,0588235294118;"8";"6"
"6633";"2";2;82,3529411764706;"8";"4"
"6634";"2";2;89,4117647058823;"8";"6"
"6635";"1";5;65,8823529411765;"3";"1"
"6636";"1";2;84,7058823529412;"8";"7"
"6637";"1";3;85,8823529411765;"8";"8"
"6638";"1";4;95,2941176470588;"8";"8"
"6639";"2";5;80;"8";"8"
"6640";"2";3;91,7647058823529;"8";"8"
"6641";"2";3;87,0588235294118;"8";"8"
"6642";"2";3;63,5294117647059;"6";"6"
"6643";"2";3;74,1176470588235;"8";"8"
"6644";"2";2;85,8823529411765;"8";"7"
"6645";"1";3;69,4117647058823;"8";"4"
"6646";"1";2;36,4705882352941;"2";"4"
"6647";"2";4;72,9411764705882;"8";"4"
"6648";"1";2;56,4705882352941;"6";"4"
"6649";"2";2;74,1176470588235;"8";"8"
"6650";"1";3;67,0588235294118;"2";"2"
"6651";"2";1;64,7058823529412;"4";"2"
"6652";"2";2;61,1764705882353;"7";"8"
"6653";"1";1;64,7058823529412;"8";"2"
"6654";"1";2;65,8823529411765;"4";"6"
"6655";"1";3;85,8823529411765;"6";"6"
"6656";"2";3;71,7647058823529;"6";"5"
"6657";"2";4;82,3529411764706;"8";"4"
"6658";"2";4;78,8235294117647;"8";"4"
"6659";"2";1;69,4117647058823;"4";"2"
"6660";"1";3;74,1176470588235;"3";"3"
"6661";"2";2;55,2941176470588;"3";"1"
"6662";"2";2;57,6470588235294;"2";"2"
"6663";"2";1;76,4705882352941;"4";"4"
"6664";"1";4;69,4117647058823;"1";"1"
"6665";"2";2;42,3529411764706;"1";"2"
"6666";"1";3;89,4117647058823;"8";"8"
"6667";"2";2;80;"2";"3"
"6668";"2";3;57,6470588235294;"1";"1"
"6669";"2";3;74,1176470588235;"1";"1"
"6670";"1";2;61,1764705882353;"8";"8"
"6671";"2";2;68,2352941176471;"1";"8"
"6672";"1";2;88,235294117647;"7";"8"
"6673";"1";2;82,3529411764706;"4";"3"
"6674";"2";3;88,235294117647;"4";"3"
"6675";"1";2;89,4117647058823;"5";"6"
"6676";"2";2;48,2352941176471;"1";"2"
"6677";"2";4;70,5882352941177;"2";"4"
"6678";"2";3;54,1176470588235;"2";"2"
"6679";"2";3;72,9411764705882;"4";"2"
"6680";"2";3;37,6470588235294;"4";"2"
"6681";"2";2;82,3529411764706;"2";"1"
"6682";"1";2;88,235294117647;"4";"4"
"6683";"2";2;90,5882352941177;"6";"2"
"6684";"2";2;65,8823529411765;"2";"2"
"6685";"1";3;78,8235294117647;"7";"6"
"6686";"1";2;69,4117647058823;"7";"4"
"6687";"2";3;74,1176470588235;"2";"2"
"6688";"1";2;78,8235294117647;"5";"3"
"6689";"2";2;83,5294117647059;"4";"6"
"6690";"1";2;61,1764705882353;"4";"2"
"6691";"2";1;85,8823529411765;"4";"4"
"6692";"1";3;65,8823529411765;"4";"2"
"6693";"2";5;68,2352941176471;"2";"2"
"6694";"2";4;62,3529411764706;"1";"2"
"6695";"2";1;81,1764705882353;"4";"2"
"6696";"2";2;78,8235294117647;"4";"4"
"6697";"1";2;81,1764705882353;"4";"6"
"6698";"1";2;68,2352941176471;"6";"6"
"6699";"2";2;83,5294117647059;"3";"7"
"6700";"1";3;56,4705882352941;"7";"7"
"6701";"2";4;83,5294117647059;"1";"1"
"6702";"1";2;84,3373493975903;"2";"2"
"6703";"1";3;80;"8";"7"
"6704";"2";3;76,4705882352941;"4";"1"
"6705";"2";3;67,0588235294118;"2";"1"
"6706";"1";3;87,0588235294118;"7";"7"
"6707";"2";3;82,3529411764706;"8";"8"
"6708";"1";3;89,4117647058823;"8";"8"
"6709";"2";4;88,235294117647;"3";"4"
"6710";"2";9;87,0588235294118;"1";"2"
"6711";"2";2;89,4117647058823;"8";"7"
"6712";"2";1;76,4705882352941;"8";"8"
"6713";"2";2;83,5294117647059;"4";"3"
"6714";"2";2;78,8235294117647;"7";"6"
"6715";"1";3;65,8823529411765;"7";"7"
"6716";"1";2;76,4705882352941;"2";"2"
"6717";"1";2;91,7647058823529;"6";"6"
"6718";"1";2;64,7058823529412;"4";"2"
"6719";"1";1;88,235294117647;"4";"3"
"6720";"1";2;52,9411764705882;"4";"4"
"6721";"1";2;54,1176470588235;"6";"3"
"6722";"2";12;51,7647058823529;"2";"2"
"6723";"2";2;85,8823529411765;"1";"4"
"6724";"1";1;67,0588235294118;"2";"1"
"6725";"1";2;65,8823529411765;"1";"1"
"6726";"1";1;78,8235294117647;"1";"1"
"6727";"2";3;69,4117647058823;"1";"2"
"6728";"2";3;96,4705882352941;"7";"7"
"6729";"2";3;87,0588235294118;"3";"6"
"6730";"1";2;85,8823529411765;"2";"4"
"6731";"2";2;82,3529411764706;"4";"4"
"6732";"2";3;83,5294117647059;"2";"4"
"6733";"1";1;75,2941176470588;"6";"4"
"6734";"2";3;24,7058823529412;"1";"2"
"6735";"1";5;41,1764705882353;"1";"1"
"6736";"1";8;57,6470588235294;"2";"2"
"6737";"2";2;70,5882352941177;"2";"6"
"6738";"1";3;68,2352941176471;"2";"2"
"6739";"2";2;65,8823529411765;"4";"3"
"6740";"1";3;69,4117647058823;"2";"2"
"6741";"2";3;82,3529411764706;"1";"1"
"6742";"2";1;85,8823529411765;"6";"6"
"6743";"2";1;51,7647058823529;"1";"1"
"6744";"1";2;74,1176470588235;"2";"4"
"6745";"1";2;75,2941176470588;"2";"3"
"6746";"1";2;65,8823529411765;"4";"5"
"6747";"1";3;58,8235294117647;"6";"2"
"6748";"1";3;68,2352941176471;"2";"1"
"6749";"1";1;78,8235294117647;"1";"1"
"6750";"2";1;55,2941176470588;"6";"7"
"6751";"2";2;60;"1";"2"
"6752";"1";2;82,3529411764706;"4";"2"
"6753";"2";3;67,0588235294118;"6";"3"
"6754";"1";1;82,3529411764706;"7";"4"
"6755";"1";1;96,4705882352941;"4";"3"
"6756";"2";4;78,8235294117647;"2";"2"
"6757";"1";5;75,2941176470588;"6";"3"
"6758";"2";2;78,8235294117647;"1";"1"
"6759";"2";2;91,7647058823529;"8";"7"
"6760";"2";2;70,5882352941177;"4";"6"
"6761";"1";2;80;"8";"7"
"6762";"1";2;83,5294117647059;"6";"6"
"6763";"2";2;52,9411764705882;"5";"4"
"6764";"2";3;64,7058823529412;"8";"8"
"6765";"1";2;83,5294117647059;"1";"4"
"6766";"2";2;89,4117647058823;"8";"6"
"6767";"2";3;55,2941176470588;"6";"6"
"6768";"1";2;72,9411764705882;"8";"7"
"6769";"2";3;95,2941176470588;"8";"8"
"6770";"2";3;55,2941176470588;"4";"1"
"6771";"2";2;84,7058823529412;"4";"2"
"6772";"2";2;75,2941176470588;"3";"3"
"6773";"1";1;62,3529411764706;"4";"4"
"6774";"2";3;60;"4";"4"
"6775";"1";2;52,9411764705882;"2";"1"
"6776";"1";2;84,7058823529412;"6";"4"
"6777";"1";3;75;"4";"4"
"6778";"2";2;68,2352941176471;"2";"2"
"6779";"1";5;55,2941176470588;"3";"1"
"6780";"1";4;65,8823529411765;"2";"2"
"6781";"1";3;56,4705882352941;"4";"4"
"6782";"1";2;61,1764705882353;"2";"2"
"6783";"1";2;68,2352941176471;"2";"4"
"6784";"1";7;67,0588235294118;"4";"4"
"6785";"1";2;62,3529411764706;"4";"3"
"6786";"1";2;52,9411764705882;"1";"1"
"6787";"2";2;43,5294117647059;"4";"1"
"6788";"1";3;76,4705882352941;"4";"4"
"6789";"1";4;68,2352941176471;"4";"1"
"6790";"1";2;67,0588235294118;"3";"4"
"6791";"1";2;60;"2";"2"
"6792";"1";3;49,2753623188406;"1";"4"
"6793";"1";5;40;"2";"2"
"6794";"2";10;45,8823529411765;"1";"1"
"6795";"1";2;74,1176470588235;"7";"6"
"6796";"1";3;80;"8";"7"
"6797";"2";3;65,8823529411765;"4";"3"
"6798";"1";4;49,4117647058823;"1";"1"
"6799";"1";2;75,2941176470588;"5";"1"
"6800";"2";2;81,1764705882353;"6";"6"
"6801";"2";2;77,6470588235294;"1";"1"
"6802";"1";1;17,6470588235294;"5";"5"
"6803";"1";3;48,2352941176471;"3";"1"
"6804";"1";2;65,8823529411765;"3";"4"
"6805";"1";5;52,9411764705882;"2";"1"
"6806";"2";2;64,7058823529412;"2";"4"
"6807";"2";3;56,4705882352941;"6";"6"
"6808";"2";6;56,4705882352941;"2";"1"
"6809";"1";2;81,1764705882353;"2";"2"
"6810";"2";4;69,4117647058823;"1";"1"
"6811";"1";3;62,3529411764706;"3";"2"
"6812";"2";2;90,5882352941177;"8";"7"
"6813";"2";2;71,7647058823529;"4";"6"
"6814";"2";2;82,3529411764706;"3";"3"
"6815";"2";2;74,1176470588235;"4";"4"
"6816";"2";2;67,0588235294118;"2";"2"
"6817";"2";4;85,8823529411765;"2";"1"
"6818";"1";1;76,4705882352941;"3";"2"
"6819";"2";2;61,1764705882353;"2";"1"
"6820";"2";3;89,4117647058823;"8";"8"
"6821";"1";2;65,8823529411765;"8";"6"
"6822";"2";2;88,235294117647;"7";"6"
"6823";"1";3;82,3529411764706;"7";"7"
"6824";"2";3;80;"8";"8"
"6825";"1";2;58,8235294117647;"4";"5"
"6826";"2";3;83,5294117647059;"7";"2"
"6827";"2";2;68,2352941176471;"1";"2"
"6828";"2";3;78,8235294117647;"2";"5"
"6829";"1";9;71,7647058823529;"1";"1"
"6830";"1";6;56,4705882352941;"1";"4"
"6831";"1";3;78,8235294117647;"4";"4"
"6832";"1";3;57,6470588235294;"4";"4"
"6833";"2";3;72,9411764705882;"4";"2"
"6834";"1";3;65,8823529411765;"2";"2"
"6835";"2";3;88,235294117647;"4";"5"
"6836";"2";2;72,9411764705882;"2";"5"
"6837";"2";3;69,4117647058823;"2";"2"
"6838";"1";2;61,1764705882353;"2";"2"
"6839";"2";2;71,7647058823529;"7";"8"
"6840";"2";2;67,0588235294118;"1";"1"
"6841";"2";2;67,0588235294118;"4";"2"
"6842";"2";3;64,7058823529412;"3";"6"
"6843";"1";2;68,2352941176471;"5";"3"
"6844";"1";1;63,5294117647059;"2";"2"
"6845";"2";2;58,8235294117647;"6";"5"
"6846";"2";2;57,6470588235294;"4";"1"
"6847";"1";2;85,8823529411765;"7";"6"
"6848";"2";2;80;"5";"4"
"6849";"1";2;84,7058823529412;"4";"4"
"6850";"2";3;89,4117647058823;"6";"3"
"6851";"2";3;74,1176470588235;"4";"2"
"6852";"2";2;72,9411764705882;"8";"7"
"6853";"2";4;75,2941176470588;"2";"1"
"6854";"2";2;69,4117647058823;"4";"2"
"6855";"1";2;76,4705882352941;"3";"7"
"6856";"2";3;89,4117647058823;"8";"8"
"6857";"1";3;88,235294117647;"8";"5"
"6858";"2";3;78,8235294117647;"7";"1"
"6859";"1";2;81,1764705882353;"8";"8"
"6860";"2";4;91,7647058823529;"8";"8"
"6861";"1";1;77,6470588235294;"6";"6"
"6862";"1";1;85,8823529411765;"1";"4"
"6863";"2";4;69,4117647058823;"8";"6"
"6864";"1";3;85,8823529411765;"7";"8"
"6865";"1";2;80;"4";"5"
"6866";"2";5;87,0588235294118;"8";"6"
"6867";"1";2;91,7647058823529;"4";"8"
"6868";"2";1;88,235294117647;"7";"4"
"6869";"1";2;75,2941176470588;"2";"1"
"6870";"1";2;63,5294117647059;"6";"7"
"6871";"2";2;85,8823529411765;"6";"5"
"6872";"2";3;71,7647058823529;"1";"1"
"6873";"1";2;80;"2";"5"
"6874";"1";2;83,5294117647059;"2";"3"
"6875";"2";4;77,6470588235294;"4";"4"
"6876";"2";2;95,2941176470588;"6";"5"
"6877";"2";2;78,8235294117647;"4";"3"
"6878";"1";3;62,3529411764706;"1";"1"
"6879";"1";2;55,2941176470588;"2";"1"
"6880";"2";3;71,7647058823529;"1";"1"
"6881";"1";2;48,2352941176471;"6";"6"
"6882";"1";2;57,6470588235294;"6";"6"
"6883";"1";3;72,9411764705882;"4";"3"
"6884";"1";3;58,8235294117647;"2";"2"
"6885";"1";2;56,4705882352941;"2";"4"
"6886";"1";2;68,2352941176471;"4";"5"
"6887";"1";3;67,0588235294118;"2";"1"
"6888";"1";3;60;"6";"3"
"6889";"1";3;67,0588235294118;"4";"6"
"6890";"1";4;85,8823529411765;"8";"6"
"6891";"2";4;71,7647058823529;"8";"8"
"6892";"1";2;84,7058823529412;"6";"6"
"6893";"2";2;77,6470588235294;"8";"3"
"6894";"2";4;81,1764705882353;"8";"7"
"6895";"2";2;77,6470588235294;"4";"4"
"6896";"2";1;87,0588235294118;"6";"3"
"6897";"1";1;72,9411764705882;"4";"2"
"6898";"2";3;71,7647058823529;"4";"4"
"6899";"2";2;50,5882352941176;"4";"4"
"6900";"1";1;70,5882352941177;"1";"1"
"6901";"2";3;56,4705882352941;"2";"1"
"6902";"1";3;62,3529411764706;"1";"2"
"6903";"2";3;88,235294117647;"8";"8"
"6904";"1";2;80;"8";"6"
"6905";"2";2;84,7058823529412;"6";"6"
"6906";"1";2;44,7058823529412;"1";"1"
"6907";"1";2;48,2352941176471;"1";"1"
"6908";"1";3;63,5294117647059;"8";"8"
"6909";"2";1;90,5882352941177;"4";"3"
"6910";"1";7;71,7647058823529;"1";"2"
"6911";"2";3;77,6470588235294;"4";"6"
"6912";"2";3;78,8235294117647;"1";"2"
"6913";"2";3;54,1176470588235;"1";"2"
"6914";"2";2;80;"2";"2"
"6915";"1";2;47,0588235294118;"2";"4"
"6916";"1";2;71,7647058823529;"6";"6"
"6917";"2";2;58,8235294117647;"2";"1"
"6918";"1";2;82,3529411764706;"4";"4"
"6919";"2";2;68,2352941176471;"2";"2"
"6920";"2";2;87,0588235294118;"8";"6"
"6921";"2";3;64,7058823529412;"6";"2"
"6922";"1";5;57,6470588235294;"1";"1"
"6923";"2";4;65,8823529411765;"6";"4"
"6924";"1";4;72,9411764705882;"1";"4"
"6925";"2";3;60;"6";"3"
"6926";"2";4;74,1176470588235;"2";"2"
"6927";"1";3;70,5882352941177;"1";"2"
"6928";"1";3;84,7058823529412;"2";"3"
"6929";"1";4;70,5882352941177;"4";"3"
"6930";"2";2;85,8823529411765;"4";"2"
"6931";"2";3;54,1176470588235;"4";"4"
"6932";"1";2;72,9411764705882;"4";"3"
"6933";"2";1;61,1764705882353;"2";"2"
"6934";"1";1;61,1764705882353;"4";"4"
"6935";"2";2;68,2352941176471;"8";"7"
"6936";"1";3;82,3529411764706;"8";"5"
"6937";"2";3;60;"5";"4"
"6938";"1";4;82,3529411764706;"4";"4"
"6939";"2";4;83,5294117647059;"4";"4"
"6940";"2";3;83,5294117647059;"8";"3"
"6941";"2";3;58,8235294117647;"6";"2"
"6942";"2";1;77,6470588235294;"4";"1"
"6943";"1";3;51,7647058823529;"5";"5"
"6944";"2";2;92,9411764705882;"6";"4"
"6945";"2";3;82,3529411764706;"7";"6"
"6946";"1";2;89,4117647058823;"2";"3"
"6947";"2";4;68,2352941176471;"2";"1"
"6948";"2";3;77,6470588235294;"4";"2"
"6949";"2";3;62,3529411764706;"1";"1"
"6950";"1";3;78,8235294117647;"3";"3"
"6951";"1";2;84,7058823529412;"6";"6"
"6952";"2";2;57,6470588235294;"1";"1"
"6953";"2";1;68,2352941176471;"4";"4"
"6954";"1";3;51,7647058823529;"7";"5"
"6955";"2";2;82,3529411764706;"2";"2"
"6956";"2";2;85,8823529411765;"8";"8"
"6957";"2";2;76,4705882352941;"2";"1"
"6958";"2";2;77,6470588235294;"4";"4"
"6959";"2";5;55,2941176470588;"4";"4"
"6960";"1";2;64,7058823529412;"7";"7"
"6961";"1";4;85,8823529411765;"6";"4"
"6962";"2";2;76,4705882352941;"4";"4"
"6963";"2";2;72,9411764705882;"2";"2"
"6964";"2";3;87,0588235294118;"4";"3"
"6965";"1";3;67,0588235294118;"1";"1"
"6966";"1";3;69,4117647058823;"8";"7"
"6967";"1";3;76,4705882352941;"4";"6"
"6968";"1";3;63,5294117647059;"4";"3"
"6969";"2";4;68,2352941176471;"1";"1"
"6970";"2";1;47,0588235294118;"5";"6"
"6971";"1";3;82,3529411764706;"8";"7"
"6972";"2";5;80;"1";"4"
"6973";"1";2;67,0588235294118;"4";"2"
"6974";"1";5;63,5294117647059;"2";"6"
"6975";"2";3;68,2352941176471;"4";"2"
"6976";"1";3;69,4117647058823;"2";"2"
"6977";"2";2;67,0588235294118;"1";"4"
"6978";"2";3;70,5882352941177;"1";"6"
"6979";"2";1;72,9411764705882;"1";"1"
"6980";"1";5;62,3529411764706;"1";"1"
"6981";"1";3;69,4117647058823;"4";"4"
"6982";"2";5;63,5294117647059;"4";"7"
"6983";"2";2;84,7058823529412;"2";"4"
"6984";"1";3;87,0588235294118;"6";"4"
"6985";"2";1;85,8823529411765;"2";"2"
"6986";"1";2;54,1176470588235;"4";"4"
"6987";"1";3;47,0588235294118;"2";"1"
"6988";"2";4;85,8823529411765;"4";"1"
"6989";"1";2;78,8235294117647;"8";"3"
"6990";"1";3;78,8235294117647;"8";"7"
"6991";"2";2;64,7058823529412;"2";"2"
"6992";"2";1;92,9411764705882;"7";"7"
"6993";"2";3;87,0588235294118;"7";"6"
"6994";"2";2;94,1176470588235;"8";"8"
"6995";"2";2;76,4705882352941;"7";"2"
"6996";"2";2;72,9411764705882;"4";"3"
"6997";"2";2;82,3529411764706;"5";"6"
"6998";"2";2;63,5294117647059;"7";"2"
"6999";"2";1;62,3529411764706;"8";"2"
"7000";"1";3;48,2352941176471;"4";"2"
"7001";"1";2;68,2352941176471;"8";"8"
"7002";"1";2;56,4705882352941;"4";"7"
"7003";"2";3;88,235294117647;"8";"8"
"7004";"1";2;75,2941176470588;"7";"4"
"7005";"1";2;72,9411764705882;"4";"7"
"7006";"1";3;62,3529411764706;"3";"6"
"7007";"2";1;84,7058823529412;"7";"6"
"7008";"2";3;71,7647058823529;"2";"3"
"7009";"2";2;55,2941176470588;"7";"6"
"7010";"1";3;82,3529411764706;"8";"7"
"7011";"2";4;68,2352941176471;"3";"3"
"7012";"1";2;92,9411764705882;"4";"6"
"7013";"2";3;76,4705882352941;"4";"2"
"7014";"2";1;81,1764705882353;"4";"4"
"7015";"2";3;72,9411764705882;"2";"1"
"7016";"1";2;84,7058823529412;"8";"7"
"7017";"2";2;69,4117647058823;"3";"1"
"7018";"1";2;88,235294117647;"6";"6"
"7019";"1";3;84,7058823529412;"6";"8"
"7020";"1";2;84,7058823529412;"5";"2"
"7021";"1";2;56,4705882352941;"5";"2"
"7022";"1";2;75,2941176470588;"8";"8"
"7023";"2";2;81,1764705882353;"3";"5"
"7024";"2";2;74,1176470588235;"5";"5"
"7025";"1";1;84,7058823529412;"6";"2"
"7026";"1";2;68,2352941176471;"4";"4"
"7027";"1";2;72,9411764705882;"6";"7"
"7028";"1";2;82,3529411764706;"7";"5"
"7029";"1";1;74,1176470588235;"6";"2"
"7030";"2";3;83,5294117647059;"8";"7"
"7031";"2";2;83,5294117647059;"8";"7"
"7032";"2";3;62,3529411764706;"3";"5"
"7033";"2";4;72,9411764705882;"1";"1"
"7034";"2";2;71,7647058823529;"2";"3"
"7035";"2";1;67,0588235294118;"5";"4"
"7036";"2";1;78,8235294117647;"1";"1"
"7037";"1";2;70,5882352941177;"8";"4"
"7038";"2";2;82,3529411764706;"8";"8"
"7039";"2";2;78,8235294117647;"8";"4"
